OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Discount,Region
ORD-10248,2024-07-30,CUST-174,PROD-9934,USB-C Hub,Accessories,4,228.35,0.1,Bandung
ORD-10249,2024-03-13,CUST-173,PROD-9605,Power Bank 20000mAh,Smart Home,5,216.79,0.18,Surabaya
ORD-10249,03/06/2024,CUST-315,PROD-2222,Gaming MOUSE,Audio,5,198.59,0.06,Medan
ORD-10251,2024-02-04,CUST-440,PROD-2037,Smartphone Ultra,Audio,2,151.69,0.29,Other
ORD-10252,2024-10-28,CUST-210,PROD-5044,Headphones ANC,Audio,5,214.79,0.27,Bandung
ORD-10253,2024-09-23,CUST-231,PROD-7368,Smartphone Ultra,Audio,2,36.77,0.2,Jakarta
ORD-10254,2024-07-31,CUST-439,PROD-3900,Gaming MOUSE,Smart Home,3,354.78,0.29,Makassar
ORD-10255,03/06/2024,CUST-468,PROD-4936,Bluetooth Speaker,Accessories,4,119.13,17%,Makassar
ORD-10256,2024-01-01,CUST-517,PROD-7259,Bluetooth Speaker,Audio,5,328.0,0.13,Jakarta
ORD-10257,2024-03-14,CUST-983,PROD-4536,Gaming M0us3,Audio,5,49.31,0.08,Bandung
ORD-10258,11/06/2024,CUST-848,PROD-2218,Webcam HD,Electronics,5,131.2,0.29,Jakarta
ORD-10259,02/15/2024,CUST-726,PROD-1984,Power Bank 20000mAh,Audio,3,442.58,0.04,Bandung
ORD-10259,2024-10-25,CUST-870,PROD-4475,Gaming MOUSE,Peripherals,5,168.21,0.06,Semarang
ORD-10261,2024-11-08,CUST-625,PROD-9454,Gaming Mouse,Audio,2,112.38,0.14,Makassar
ORD-10262,2024-02-19,CUST-533,PROD-1777,Bluetooth Speaker,Electronics,5,296.44,0.29,Jakarta
ORD-10263,2024-11-06,CUST-930,PROD-9160,Webcam HD,Audio,3,108.65,0.12,Semarang
ORD-10264,2024-02-26,CUST-663,PROD-7854,Gaming Mouse,Accessories,2,93.67,0.19,Jakarta
ORD-10265,2024-07-22,CUST-528,PROD-3518,Smartph0n3 Ultra,Electronics,2,218.18,0.3,Surabaya
ORD-10266,14/11/2024,CUST-879,PROD-7093,Webcam HD,Electronics,4,394.57,0.18,Surabaya
ORD-10267,2024-10-24,CUST-909,PROD-5840,Mechanical Keyboard,Peripherals,2,409.93,0.21,Surabaya
ORD-10268,2024-05-11,CUST-787,PROD-4707,Bluetooth Speaker,Peripherals,3,220.19,,Surabaya
ORD-10269,2024-04-15,CUST-644,PROD-8035,Webcam HD,Accessories,1,495.57,10%,Medan
ORD-10269,2024-07-24,CUST-610,PROD-3259,Laptop Pro X,Audio,2,141.07,0.09,Semarang
ORD-10271,01/28/2024,CUST-967,PROD-8142,Webcam HD,Peripherals,5,475.27,0.2,Other
ORD-10272,2024-05-29,CUST-724,PROD-1813,Smart Plug,Audio,5,424.69,0.27,Surabaya
ORD-10273,29/01/2024,CUST-505,PROD-6187,Bluetooth Speaker,Peripherals,2,346.7,0.15,Medan
ORD-10274,2024-02-16,CUST-371,PROD-3402,Smartwatch Gen 5,Peripherals,5,282.06,,
ORD-10275,2024-07-05,CUST-409,PROD-9184,Headphones ANC,Accessories,4,280.83,0.22,Surabaya
ORD-10276,2024-10-25,CUST-187,PROD-8652,Gaming MOUSE,Electronics,1,153.83,10%,Surabaya
ORD-10277,30/09/2024,CUST-913,PROD-1732,Power Bank 20000mAh,Accessories,4,415.14,0.19,Makassar
ORD-10278,2024-03-23,CUST-929,PROD-9248,Smartwatch Gen 5,peripherals,4,480.41,0.13,Bandung
ORD-10279,05/12/2024,CUST-558,PROD-7226,Monitor 27inch,Peripherals,3,197.6,0.17,Semarang
ORD-10279,2024-12-25,CUST-120,PROD-4689,Mechanical Keyboard,Accessories,4,314.62,0.21,Surabaya
ORD-10281,09/09/2024,CUST-479,PROD-4476,Smart Plug,Audio,4,122.6,0.27,Bandung
ORD-10282,2024-11-30,CUST-913,PROD-3574,Bluetooth Speaker,Accessories,1,392.42,0.09,Makassar
ORD-10283,02/09/2024,CUST-264,PROD-7716,Power Bank 20000mAh,Accessories,4,404.0,0.08,Medan
ORD-10284,15/06/2024,CUST-672,PROD-9025,Smartphone Ultra,Electronics,1,365.15,,Makassar
ORD-10285,2024-08-26,CUST-398,PROD-3717,Smart Plug,Audio,3,115.22,0.01,Surabaya
ORD-10286,2024-10-03,CUST-202,PROD-6473,Gaming Mouse,Accessories,3,214.44,0.19,Bandung
ORD-10287,10/24/2024,CUST-494,PROD-3706,Router Wi-Fi 6,Smart Home,2,142.16,0.13,Other
ORD-10288,2024-06-18,CUST-961,PROD-4263,Headphones ANC,Electronics,2,496.8,0.21,Semarang
ORD-10289,11/20/2024,CUST-525,PROD-2604,Smartphone Ultra,Smart Home,3,108.73,0.02,Semarang
ORD-10289,05/02/2024,CUST-593,PROD-7201,Bluetooth Speaker,Audio,2,155.75,0.12,Jakarta
ORD-10291,03/21/2024,CUST-979,PROD-9381,USB-C Hub,Audio,2,486.99,,Jakarta
ORD-10292,07/23/2024,CUST-451,PROD-1068,Mechanical Keyboard,Peripherals,2,176.15,0.02,Bandung
ORD-10293,2024-12-16,CUST-652,PROD-5258,Wireless Earbuds,Electronics,4,175.18,0.1,Makassar
ORD-10294,2024-08-08,CUST-443,PROD-9926,Smartphone Ultra,Audio,3,336.72,,Makassar
ORD-10295,12/04/2024,CUST-293,PROD-6369,Power Bank 20000mAh,Peripherals,4,359.17,0.08,Jakarta
ORD-10296,11/10/2024,CUST-691,PROD-1762,Headphones ANC,Electronics,2,282.95,0.26,Surabaya
ORD-10297,2024-06-14,CUST-498,PROD-4397,USB-C Hub,Electronics,4,374.63,0.23,Makassar
ORD-10298,03/07/2024,CUST-353,PROD-8818,Lapt0p Pr0 X,Audio,4,282.66,,Medan
ORD-10299,09/18/2024,CUST-834,PROD-8125,Headphones ANC,Audio,2,43.68,,Bandung
ORD-10299,2024-11-27,CUST-270,PROD-3999,Portable SSD 1TB,Accessories,3,87.3,0.01,Surabaya
ORD-10301,05/06/2024,CUST-848,PROD-4227,Gaming MOUSE,Electronics,2,194.81,0.05,Surabaya
ORD-10302,01/31/2024,CUST-589,PROD-3969,Portable SSD 1TB,Peripherals,4,92.59,0.15,Makassar
ORD-10303,2024-04-02,CUST-265,PROD-3853,Smartphone Ultra,audio,4,419.91,0.2,Bandung
ORD-10304,2024-04-24,CUST-611,PROD-6909,Gaming Mouse,Electronics,4,116.98,0.24,Other
ORD-10305,2024-08-28,CUST-748,PROD-2304,Wireless Earbuds,Smart Home,5,90.94,0.15,Semarang
ORD-10306,26/07/2024,CUST-294,PROD-5551,Bluetooth Speaker,Electronics,5,85.21,,Jakarta
ORD-10307,11/12/2024,CUST-173,PROD-9130,Laptop Pro X,Electronics,4,331.2,,Surabaya
ORD-10308,2024-09-17,CUST-802,PROD-6222,Smartphone Ultra,Smart Home,1,459.94,,Jakarta
ORD-10309,07/11/2024,CUST-207,PROD-4343,Wireless Earbuds,Smart Home,2,79.04,0.23,Jakarta
ORD-10309,2024-04-06,CUST-407,PROD-9284,Smartwatch Gen 5,Smart Home,2,148.02,0.06,Bandung
ORD-10311,2024-08-29,CUST-149,PROD-8759,Wireless Earbuds,Accessories,5,49.33,0.1,Surabaya
ORD-10312,11/12/2024,CUST-736,PROD-9115,Gaming MOUSE,Audio,2,207.4,0.17,Makassar
ORD-10313,07/24/2024,CUST-165,PROD-5976,USB-C Hub,Peripherals,3,45.48,,Medan
ORD-10314,2024-07-07,CUST-280,PROD-9857,Bluetooth Speaker,Accessories,1,222.78,0.28,Other
ORD-10315,14/09/2024,CUST-299,PROD-8194,Router Wi-Fi 6,Peripherals,3,127.44,0.11,Other
ORD-10316,2024-09-13,CUST-722,PROD-1799,Webcam HD,Audio,1,237.59,0.02,Surabaya
ORD-10317,2024-11-21,CUST-786,PROD-9489,Smart Plug,Accessories,2,460.62,0.2,Surabaya
ORD-10318,2024-10-18,CUST-873,PROD-7033,Laptop Pro X,Peripherals,3,296.98,0.2,Surabaya
ORD-10319,2024-02-07,CUST-995,PROD-9942,Power Bank 20000mAh,Audio,1,192.05,,Jakarta
ORD-10319,04/29/2024,CUST-397,PROD-1161,Smartphone Ultra,Electronics,1,436.93,0.2,Bandung
ORD-10321,2024-09-14,CUST-170,PROD-2145,Monitor 27-inch,Audio,5,449.03,0.23,Jakarta
ORD-10322,14/04/2024,CUST-790,PROD-7255,Webcam HD,Audio,5,457.9,0.17,Other
ORD-10323,2024-09-17,CUST-346,PROD-6903,Router Wi-Fi 6,Peripherals,4,445.5,,Makassar
ORD-10324,2024-06-08,CUST-712,PROD-3535,Gaming Mouse,Smart Home,5,121.25,0.25,Jakarta
ORD-10325,2024-09-19,CUST-502,PROD-9077,Monitor 27inch,Accessories,3,489.06,0.2,Bandung
ORD-10326,2024-04-27,CUST-762,PROD-8922,Smart Plug,Smart Home,5,172.35,0.06,Bandung
ORD-10327,06/25/2024,CUST-858,PROD-4820,Gaming Mouse,Audio,1,426.78,0.02,Medan
ORD-10328,2024-12-10,CUST-359,PROD-3642,Gaming Mouse,Smart Home,3,385.47,0.3,Surabaya
ORD-10329,2024-10-14,CUST-576,PROD-4866,H3adph0n3s ANC,Smart Home,5,373.71,0.06,Jakarta
ORD-10329,2024-02-20,CUST-870,PROD-7214,USB-C Hub,Smart Home,4,141.72,0.07,Medan
ORD-10331,10/08/2024,CUST-438,PROD-4262,Laptop Pro X,Electronics,5,170.2,,Bandung
ORD-10332,2024-04-19,CUST-284,PROD-7675,Portable SSD 1TB,Electronics,5,309.13,0.1,Jakarta
ORD-10333,2024-01-28,CUST-286,PROD-3686,Power Bank 20000mAh,Smart Home,3,66.13,,Bandung
ORD-10334,2024-05-01,CUST-806,PROD-6536,Smartwatch Gen 5,Peripherals,4,76.42,0.01,Semarang
ORD-10335,2024-06-29,CUST-845,PROD-5848,Headphones ANC,Audio,5,468.7,0.25,Semarang
ORD-10336,15/09/2024,CUST-452,PROD-4658,Laptop Pro X,Electronics,5,210.44,0.25,
ORD-10337,2024-09-21,CUST-594,PROD-7152,M3chanical K3yb0ard,Smart Home,4,307.71,0.24,Surabaya
ORD-10338,2024-09-10,CUST-499,PROD-3917,Gaming MOUSE,Smart Home,3,344.62,0.03,Bandung
ORD-10339,02/11/2024,CUST-271,PROD-8436,Smart Plug,Peripherals,2,288.1,0.29,Jakarta
ORD-10339,2024-05-01,CUST-953,PROD-5626,Smartwatch Gen 5,Accessories,3,160.35,,Other
ORD-10341,2024-05-30,CUST-649,PROD-5932,Monitor 27inch,Electronics,3,64.58,0.06,Makassar
ORD-10342,02/10/2024,CUST-986,PROD-9821,Monitor 27inch,Audio,1,48.63,0.06,Semarang
ORD-10343,2024-04-06,CUST-679,PROD-6745,Smartwatch Gen 5,Accessories,2,350.99,0.07,Medan
ORD-10344,2024-10-30,CUST-111,PROD-9345,Gaming Mouse,Smart Home,1,216.27,,Surabaya
ORD-10345,2024-02-04,CUST-571,PROD-9978,Lapt0p Pr0 X,Audio,2,191.44,0.16,Semarang
ORD-10346,2024-09-13,CUST-951,PROD-4037,Bluetooth Speaker,Audio,5,254.69,0.03,Surabaya
ORD-10347,2024-01-07,CUST-296,PROD-9941,Wireless Earbuds,Accessories,1,160.1,0.06,
ORD-10348,2024-09-25,CUST-975,PROD-1955,Monitor 27inch,Peripherals,3,273.03,0.13,Semarang
ORD-10349,2024-10-21,CUST-583,PROD-1507,Power Bank 20000mAh,Peripherals,3,284.9,21%,Other
ORD-10349,2024-10-18,CUST-228,PROD-7608,Smartphone Ultra,Accessories,3,246.23,0.1,Medan
ORD-10351,08/21/2024,CUST-188,PROD-9573,Headphones ANC,Electronics,3,340.81,0.09,Jakarta
ORD-10352,2024-04-07,CUST-165,PROD-3570,Smart Plug,Accessories,4,173.04,0.26,Surabaya
ORD-10353,15/10/2024,CUST-927,PROD-6377,USB-C Hub,Smart Home,4,367.54,,Makassar
ORD-10354,2024-06-15,CUST-389,PROD-3134,Power Bank 20000mAh,Smart Home,1,330.77,,Makassar
ORD-10355,2024-11-27,CUST-890,PROD-7851,Smartwatch Gen 5,Peripherals,2,304.6,0.06,Surabaya
ORD-10356,2024-10-09,CUST-100,PROD-3228,USB-C Hub,Peripherals,4,455.02,,Semarang
ORD-10357,2024-09-14,CUST-772,PROD-8489,Router Wi-Fi 6,peripherals,5,275.52,0.06,Medan
ORD-10358,05/28/2024,CUST-625,PROD-1023,Router Wi-Fi 6,Electronics,2,131.29,0.07,Surabaya
ORD-10359,12/09/2024,CUST-915,PROD-6047,Headphones ANC,Accessories,5,360.21,0.17,
ORD-10359,2024-04-26,CUST-127,PROD-7647,Smartphone Ultra,Peripherals,4,467.18,1%,Makassar
ORD-10361,2024-12-06,CUST-417,PROD-5831,Monitor 27inch,Smart Home,5,293.2,0.05,Bandung
ORD-10362,2024-05-27,CUST-212,PROD-7974,Power Bank 20000mAh,Smart Home,1,161.17,0.08,Makassar
ORD-10363,2024-05-13,CUST-134,PROD-4003,Router Wi-Fi 6,Accessories,4,435.28,0.08,Bandung
ORD-10364,01/10/2024,CUST-788,PROD-8194,Wireless Earbuds,Peripherals,1,403.63,0.25,Bandung
ORD-10365,2024-01-19,CUST-656,PROD-9779,W3bcam HD,Peripherals,1,65.99,0.25,Bandung
ORD-10366,2024-04-13,CUST-140,PROD-4930,Router Wi-Fi 6,Audio,3,431.6,0.09,Bandung
ORD-10367,2024-10-05,CUST-249,PROD-2620,Gaming Mouse,Peripherals,1,99.12,0.13,Makassar
ORD-10368,09/20/2024,CUST-910,PROD-6023,Webcam HD,Smart Home,3,203.58,0.0,Other
ORD-10369,03/14/2024,CUST-276,PROD-8024,Power Bank 20000mAh,Electronics,3,471.93,0.27,Bandung
ORD-10369,2024-10-12,CUST-898,PROD-6011,Smart Plug,Peripherals,1,490.99,0.18,Bandung
ORD-10371,2024-07-03,CUST-995,PROD-5829,Smart Plug,Audio,5,148.95,0.24,Semarang
ORD-10372,2024-08-26,CUST-968,PROD-7902,USB-C Hub,Electronics,5,147.62,0.17,Semarang
ORD-10373,2024-07-30,CUST-885,PROD-9318,Smartwatch Gen 5,Peripherals,5,422.76,0.15,
ORD-10374,2024-03-22,CUST-770,PROD-6757,Smartwatch Gen 5,Electronics,5,392.73,0.06,Surabaya
ORD-10375,2024-09-27,CUST-912,PROD-5582,Headphones ANC,Electronics,1,158.8,0.27,Surabaya
ORD-10376,2024-05-19,CUST-199,PROD-3552,Router Wi-Fi 6,Peripherals,5,408.27,0.02,Medan
ORD-10377,2024-08-31,CUST-205,PROD-5064,Monitor 27-inch,Peripherals,3,305.96,0.09,Surabaya
ORD-10378,2024-02-21,CUST-507,PROD-5027,Laptop Pro X,Smart Home,5,377.89,0.26,Bandung
ORD-10379,2024-04-28,CUST-810,PROD-4919,Monitor 27-inch,Accessories,4,90.22,0.22,Surabaya
ORD-10379,2024-10-28,CUST-808,PROD-8847,Smartphone Ultra,Electronics,5,224.51,0.24,Surabaya
ORD-10381,02/09/2024,CUST-872,PROD-5452,Monitor 27-inch,Electronics,3,106.37,0.27,Bandung
ORD-10382,2024-03-26,CUST-872,PROD-4158,Bluetooth Speaker,Electronics,4,51.04,0.17,Bandung
ORD-10383,2024-03-23,CUST-375,PROD-3745,Laptop Pro X,Accessories,5,334.7,0.16,Semarang
ORD-10384,2024-04-26,CUST-504,PROD-1923,Power Bank 20000mAh,Peripherals,2,342.89,0.28,Surabaya
ORD-10385,2024-01-09,CUST-444,PROD-2448,USB-C Hub,Accessories,1,279.42,3%,
ORD-10386,01/22/2024,CUST-445,PROD-6769,Smartphone Ultra,Audio,4,98.13,0.3,Bandung
ORD-10387,07/22/2024,CUST-220,PROD-7307,Monitor 27inch,Smart Home,3,334.49,0.1,Surabaya
ORD-10388,2024-04-07,CUST-878,PROD-9447,Power Bank 20000mAh,Electronics,4,498.17,,Medan
ORD-10389,2024-12-20,CUST-785,PROD-7527,Mechanical Keyboard,Electronics,1,446.2,,Surabaya
ORD-10389,2024-01-20,CUST-884,PROD-5702,Router Wi-Fi 6,Smart Home,4,89.47,0.18,Other
ORD-10391,2024-02-15,CUST-474,PROD-3429,Smartwatch Gen 5,Electronics,4,64.61,0.2,Jakarta
ORD-10392,2024-07-01,CUST-141,PROD-9275,Headphones ANC,Smart Home,2,131.09,0.1,Other
ORD-10393,06/26/2024,CUST-996,PROD-6131,Gaming MOUSE,Smart Home,3,260.96,0.16,Makassar
ORD-10394,2024-03-25,CUST-949,PROD-3983,Smartphone Ultra,Electronics,4,436.43,,Jakarta
ORD-10395,2024-11-03,CUST-322,PROD-1074,Monitor 27inch,Electronics,1,453.49,0.11,Surabaya
ORD-10396,2024-11-14,CUST-715,PROD-4311,Smart Plug,Audio,2,403.4,0.28,Surabaya
ORD-10397,12/05/2024,CUST-898,PROD-3386,M3chanical K3yb0ard,Accessories,4,211.81,0.21,Jakarta
ORD-10398,02/04/2024,CUST-480,PROD-4464,Smartwatch Gen 5,Peripherals,3,482.59,0.1,Surabaya
ORD-10399,2024-09-04,CUST-116,PROD-8236,Smart Plug,Peripherals,5,132.83,,Makassar
ORD-10399,2024-08-08,CUST-633,PROD-8947,Headphones ANC,Peripherals,2,237.47,0.22,Bandung
ORD-10401,04/25/2024,CUST-594,PROD-1729,Smart Plug,Audio,3,321.54,0.21,Other
ORD-10402,2024-05-01,CUST-235,PROD-5237,Power Bank 20000mAh,Peripherals,5,199.05,0.17,
ORD-10403,2024-08-22,CUST-732,PROD-1826,Router Wi-Fi 6,Accessories,3,134.12,,Bandung
ORD-10404,12/04/2024,CUST-466,PROD-1423,Mechanical Keyboard,Smart Home,3,216.5,,
ORD-10405,11/26/2024,CUST-102,PROD-1852,Smartwatch Gen 5,Audio,3,344.73,,Jakarta
ORD-10406,2024-08-06,CUST-570,PROD-1262,Smartphone Ultra,Audio,4,111.48,0.12,Bandung
ORD-10407,10/15/2024,CUST-311,PROD-2691,Laptop Pro X,Electronics,2,138.09,0.01,Bandung
ORD-10408,2024-12-09,CUST-732,PROD-5912,USB-C Hub,Audio,4,401.7,0.24,Bandung
ORD-10409,2024-09-18,CUST-842,PROD-8152,Smart Plug,Accessories,4,39.74,,Makassar
ORD-10409,2024-12-27,CUST-338,PROD-6114,Gaming MOUSE,Smart Home,5,412.03,0.19,Surabaya
ORD-10411,2024-11-03,CUST-898,PROD-9914,Headphones ANC,Smart Home,2,276.65,1%,Jakarta
ORD-10412,12/10/2024,CUST-682,PROD-3169,Smartphone Ultra,Electronics,3,460.34,13%,Makassar
ORD-10413,05/11/2024,CUST-996,PROD-8934,Laptop Pro X,Peripherals,2,411.54,0.1,Bandung
ORD-10414,2024-03-28,CUST-277,PROD-4058,Wireless Earbuds,Electronics,2,71.93,0.01,Other
ORD-10415,14/06/2024,CUST-754,PROD-5110,Portable SSD 1TB,Accessories,5,37.08,0.26,Jakarta
ORD-10416,2024-10-23,CUST-311,PROD-6374,Portable SSD 1TB,Audio,4,293.73,0.06,Bandung
ORD-10417,2024-12-16,CUST-351,PROD-5362,Smartphone Ultra,Electronics,2,473.73,,Medan
ORD-10418,2024-07-30,CUST-664,PROD-6412,Bluetooth Speaker,Smart Home,1,355.23,0.24,Jakarta
ORD-10419,2024-10-28,CUST-164,PROD-5981,Gaming Mouse,Audio,4,148.73,0.25,Other
ORD-10419,02/03/2024,CUST-860,PROD-8812,Power Bank 20000mAh,smart home,4,463.8,0.02,Makassar
ORD-10421,09/11/2024,CUST-161,PROD-6062,Smartwatch Gen 5,Accessories,2,23.98,0.0,Makassar
ORD-10422,2024-04-08,CUST-115,PROD-8632,Smartwatch Gen 5,Electronics,1,316.07,0.28,Bandung
ORD-10423,2024-02-02,CUST-211,PROD-6023,Portable SSD 1TB,Accessories,1,282.33,0.23,Jakarta
ORD-10424,2024-08-23,CUST-242,PROD-4249,Gaming MOUSE,Accessories,3,45.84,0.3,Semarang
ORD-10425,15/04/2024,CUST-241,PROD-3681,USB-C Hub,Peripherals,2,300.8,0.24,Jakarta
ORD-10426,05/07/2024,CUST-252,PROD-5715,USB-C Hub,Peripherals,3,81.27,0.19,Makassar
ORD-10427,19/07/2024,CUST-803,PROD-6178,Wireless Earbuds,Peripherals,3,331.89,0.25,
ORD-10428,07/16/2024,CUST-835,PROD-7152,Gaming Mouse,Accessories,2,107.06,0.3,Jakarta
ORD-10429,2024-05-20,CUST-929,PROD-1705,Wireless Earbuds,Electronics,3,492.92,19%,Other
ORD-10429,05/03/2024,CUST-236,PROD-8842,Wireless Earbuds,accessories,4,398.35,0.27,Surabaya
ORD-10431,05/11/2024,CUST-862,PROD-2685,R0ut3r Wi-Fi 6,Audio,5,89.32,0.05,Other
ORD-10432,2024-06-13,CUST-251,PROD-6877,Portable SSD 1TB,Audio,3,299.54,0.19,Semarang
ORD-10433,2024-05-22,CUST-958,PROD-5561,Bluetooth Speaker,Accessories,4,22.97,0.23,Bandung
ORD-10434,2024-02-22,CUST-110,PROD-4049,Headphones ANC,Audio,1,243.61,0.09,Surabaya
ORD-10435,11/11/2024,CUST-397,PROD-9709,Wireless Earbuds,Electronics,5,471.81,0.11,Medan
ORD-10436,2024-02-21,CUST-783,PROD-7611,Bluetooth Speaker,Audio,1,193.44,0.03,
ORD-10437,2024-07-22,CUST-676,PROD-4737,Headphones ANC,Accessories,3,177.39,0.11,Bandung
ORD-10438,2024-12-24,CUST-993,PROD-3737,Portable SSD 1TB,Peripherals,2,487.14,0.16,Surabaya
ORD-10439,2024-07-27,CUST-188,PROD-2927,Laptop Pro X,Accessories,2,333.85,8%,Makassar
ORD-10439,09/18/2024,CUST-118,PROD-1385,Laptop Pro X,Electronics,4,336.95,0.0,Jakarta
ORD-10441,29/11/2024,CUST-329,PROD-6903,Power Bank 20000mAh,Peripherals,3,104.16,0.1,Bandung
ORD-10442,2024-02-08,CUST-441,PROD-3559,Headphones ANC,Smart Home,5,279.22,0.01,Jakarta
ORD-10443,2024-06-27,CUST-918,PROD-9901,Smartphone Ultra,Electronics,2,329.59,0.08,Medan
ORD-10444,2024-12-06,CUST-780,PROD-3707,Smart Plug,Electronics,3,148.3,0.1,Other
ORD-10445,2024-09-11,CUST-718,PROD-9562,USB-C Hub,Smart Home,5,317.78,,Bandung
ORD-10446,2024-09-25,CUST-318,PROD-3978,Headphones ANC,Peripherals,5,251.47,,Surabaya
ORD-10447,2024-10-26,CUST-200,PROD-6818,Mechanical Keyboard,Electronics,4,313.72,0.0,Jakarta
ORD-10448,2024-05-13,CUST-533,PROD-6824,P0rtabl3 SSD 1TB,smart home,2,53.32,0.09,Medan
ORD-10449,2024-01-18,CUST-812,PROD-5497,Bluetooth Speaker,Electronics,3,70.69,,Other
ORD-10449,2024-12-25,CUST-475,PROD-6390,Power Bank 20000mAh,Electronics,3,58.73,0.03,
ORD-10451,2024-08-18,CUST-717,PROD-5151,Portable SSD 1TB,Audio,3,470.27,0.26,Jakarta
ORD-10452,2024-02-27,CUST-451,PROD-5642,Gaming Mouse,Electronics,3,222.31,0.09,Other
ORD-10453,2024-12-24,CUST-840,PROD-2444,Headphones ANC,Accessories,4,164.13,0.11,Other
ORD-10454,2024-05-31,CUST-713,PROD-3364,Portable SSD 1TB,Audio,1,453.34,0.21,Surabaya
ORD-10455,2024-11-18,CUST-219,PROD-2844,Headphones ANC,Accessories,4,300.67,0.13,Bandung
ORD-10456,07/29/2024,CUST-768,PROD-1576,Smart Plug,Audio,1,425.31,0.01,Semarang
ORD-10457,2024-03-04,CUST-264,PROD-7853,Smart Plug,Smart Home,2,396.47,0.24,Surabaya
ORD-10458,2024-03-20,CUST-504,PROD-5971,Webcam HD,Accessories,5,487.07,,Surabaya
ORD-10459,2024-05-12,CUST-795,PROD-9466,Monitor 27-inch,peripherals,4,214.87,0.19,Jakarta
ORD-10459,2024-07-31,CUST-938,PROD-8859,Webcam HD,Electronics,2,242.8,0.01,
ORD-10461,16/01/2024,CUST-176,PROD-2838,Gaming Mouse,Peripherals,5,331.55,0.15,Bandung
ORD-10462,2024-05-01,CUST-862,PROD-6132,Mechanical Keyboard,Peripherals,4,379.32,,Other
ORD-10463,2024-10-26,CUST-343,PROD-5333,Mechanical Keyboard,Electronics,2,444.43,0.19,Makassar
ORD-10464,2024-02-01,CUST-416,PROD-2067,Router Wi-Fi 6,Audio,3,408.29,0.02,Jakarta
ORD-10465,2024-06-09,CUST-853,PROD-4356,Wireless Earbuds,electronics,3,474.43,0.02,Jakarta
ORD-10466,2024-07-05,CUST-219,PROD-8448,Mechanical Keyboard,Smart Home,5,238.88,0.17,Surabaya
ORD-10467,16/08/2024,CUST-911,PROD-6895,Monitor 27inch,Peripherals,3,237.05,0.11,Surabaya
ORD-10468,09/17/2024,CUST-852,PROD-1493,Gaming Mouse,Electronics,2,370.41,,Bandung
ORD-10469,2024-04-23,CUST-448,PROD-1625,Wireless Earbuds,Peripherals,5,308.73,0.23,
ORD-10469,2024-03-11,CUST-175,PROD-2913,USB-C Hub,Accessories,3,133.64,0.07,Bandung
ORD-10471,2024-03-31,CUST-787,PROD-8553,Monitor 27-inch,Accessories,5,222.04,0.02,Medan
ORD-10472,2024-11-12,CUST-979,PROD-7564,Webcam HD,Accessories,3,164.24,0.28,Surabaya
ORD-10473,2024-12-26,CUST-213,PROD-3773,Router Wi-Fi 6,Accessories,2,181.45,0.07,
ORD-10474,2024-08-08,CUST-741,PROD-1048,Smartwatch Gen 5,Audio,2,375.34,0.28,Surabaya
ORD-10475,2024-10-24,CUST-737,PROD-9243,Smartwatch Gen 5,Electronics,3,490.35,0.24,Bandung
ORD-10476,2024-08-03,CUST-266,PROD-7998,Smartwatch Gen 5,Peripherals,3,152.86,,Bandung
ORD-10477,2024-09-17,CUST-911,PROD-5028,Power Bank 20000mAh,Electronics,1,338.91,0.25,Jakarta
ORD-10478,2024-01-10,CUST-698,PROD-2863,Wireless Earbuds,Accessories,2,412.5,,Surabaya
ORD-10479,2024-06-27,CUST-667,PROD-6541,Portable SSD 1TB,Smart Home,5,197.01,0.25,Bandung
ORD-10479,2024-10-09,CUST-901,PROD-4131,Blu3t00th Sp3ak3r,Peripherals,3,229.79,0.09,Jakarta
ORD-10481,2024-05-02,CUST-672,PROD-5069,Smartphone Ultra,Accessories,4,50.99,0.23,Semarang
ORD-10482,2024-01-28,CUST-113,PROD-6720,Mechanical Keyboard,electronics,1,27.72,0.12,Surabaya
ORD-10483,01/16/2024,CUST-147,PROD-4042,Portable SSD 1TB,Peripherals,1,360.11,0.12,Medan
ORD-10484,11/18/2024,CUST-111,PROD-4980,Smart Plug,Accessories,4,378.02,0.1,Surabaya
ORD-10485,2024-12-23,CUST-414,PROD-1893,Webcam HD,Peripherals,4,463.94,0.19,Semarang
ORD-10486,07/22/2024,CUST-828,PROD-9433,Webcam HD,Smart Home,1,222.08,0.02,Other
ORD-10487,2024-03-13,CUST-962,PROD-5183,Gaming MOUSE,Electronics,2,436.92,0.26,Surabaya
ORD-10488,2024-12-20,CUST-120,PROD-2651,Portable SSD 1TB,Audio,2,139.09,0.11,Medan
ORD-10489,2024-01-08,CUST-581,PROD-4846,Smartphone Ultra,Smart Home,2,197.41,0.18,Bandung
ORD-10489,02/20/2024,CUST-452,PROD-8480,Headphones ANC,Electronics,1,325.99,5%,Bandung
ORD-10491,2024-12-26,CUST-834,PROD-5513,Portable SSD 1TB,Peripherals,4,255.57,0.05,Semarang
ORD-10492,2024-02-12,CUST-491,PROD-4836,Wireless Earbuds,Accessories,2,151.72,0.28,Makassar
ORD-10493,2024-06-07,CUST-112,PROD-2600,USB-C Hub,Electronics,2,77.01,,Jakarta
ORD-10494,2024-01-09,CUST-700,PROD-9516,H3adph0n3s ANC,Accessories,5,369.81,0.19,Surabaya
